"name","brand","price","discount","update_date","information","id","image","is_published"
"Penicillin V Potassium","Lancome",3743,0.69,1620822892,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",26122120,"http://dummyimage.com/547x597.png/5fa2dd/ffffff",True
"Benazepril Hydrochloride","Clarins",4577,0.67,1622355304,"Cras pellentesque volutpat dui.",41645700,"http://dummyimage.com/279x487.png/cc0000/ffffff",True
"Sunmark Acid Reducer","Maybelline New York",964,0.49,1609813203,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",23224713,"http://dummyimage.com/372x541.png/dddddd/000000",True
"SHISEIDO SHEER AND PERFECT COMPACT (REFILL)","Guerlain",4542,0.92,1611301746,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",68728709,"http://dummyimage.com/706x660.png/5fa2dd/ffffff",True
"Naproxen","CHANEL",3429,0.97,1588631783,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",80534536,"http://dummyimage.com/719x320.png/5fa2dd/ffffff",True
"TYLENOL COLD","Estee Lauder",899,0.9,1649122356,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.",83056658,"http://dummyimage.com/302x633.png/ff4444/ffffff",True
"REYATAZ","Dior",2812,0.86,1650000421,"Donec vitae nisi.",6788648,"http://dummyimage.com/590x696.png/5fa2dd/ffffff",True
"Neutrogena Ultra Sheer Dry Touch","L'Oreal",451,0.04,1580467049,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",97043174,"http://dummyimage.com/537x373.png/cc0000/ffffff",True
"Carvedilol","Lancome",4558,0.3,1596109059,"Nullam sit amet turpis elementum ligula vehicula consequat.",92726299,"http://dummyimage.com/314x547.png/ff4444/ffffff",True
"Varicose Veins","Clarins",2310,0.15,1648811977,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",60560653,"http://dummyimage.com/436x355.png/5fa2dd/ffffff",True
"Eczemaforce","Maybelline New York",1165,0.56,1623700071,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",13427268,"http://dummyimage.com/453x439.png/cc0000/ffffff",True
"Cheratussin AC","Guerlain",728,0.2,1633880368,"Aliquam quis turpis eget elit sodales scelerisque.",71955637,"http://dummyimage.com/480x256.png/dddddd/000000",True
"METOPROLOL SUCCINATE","CHANEL",1436,0.11,1596951469,"Cras pellentesque volutpat dui.",56817562,"http://dummyimage.com/285x653.png/5fa2dd/ffffff",True
"Risperidone","Estee Lauder",2061,0.14,1616833565,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",2346473,"http://dummyimage.com/260x307.png/cc0000/ffffff",True
"EMEND","Dior",4114,0.54,1644789775,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",4340783,"http://dummyimage.com/742x350.png/5fa2dd/ffffff",True
"Enalapril Maleate","L'Oreal",4544,0.53,1647024104,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",18702747,"http://dummyimage.com/618x691.png/dddddd/000000",True
"healthy accents nighttime sleep aid","Lancome",3073,0.02,1638678081,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",66340440,"http://dummyimage.com/252x302.png/ff4444/ffffff",True
"Childrens Mucinex","Clarins",682,0.44,1612847764,"Sed ante. Vivamus tortor. Duis mattis egestas metus.",65705052,"http://dummyimage.com/542x542.png/dddddd/000000",True
"Phentermine Hydrochloride","Maybelline New York",480,0,1601335109,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",18297329,"http://dummyimage.com/359x455.png/5fa2dd/ffffff",True
"Thai Herbal Balm Lemon Grass","Guerlain",595,0.08,1586122036,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",36864600,"http://dummyimage.com/281x264.png/dddddd/000000",True
"equaline lansoprazole","CHANEL",486,0.58,1645354753,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",28789165,"http://dummyimage.com/709x464.png/ff4444/ffffff",True
"Desloratadine","Estee Lauder",1025,0.07,1614564394,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",9272623,"http://dummyimage.com/558x708.png/5fa2dd/ffffff",True
"Aplicare Povidone-iodine Triples","Dior",2686,0.38,1592599209,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",318495,"http://dummyimage.com/255x299.png/ff4444/ffffff",True
"Besivance","L'Oreal",4986,0.51,1597802923,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",75568356,"http://dummyimage.com/688x647.png/ff4444/ffffff",True
"Lysol","Lancome",4432,0.96,1593891891,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",95354860,"http://dummyimage.com/690x454.png/ff4444/ffffff",True
"HydrALAZINE Hydrochloride","Clarins",1249,0.34,1614454952,"Ut at dolor quis odio consequat varius. Integer ac leo.",31231782,"http://dummyimage.com/509x615.png/cc0000/ffffff",True
"Vida Mia Hand Sanitizer Aloe Vera","Maybelline New York",4046,0.1,1597454913,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",8142943,"http://dummyimage.com/401x649.png/cc0000/ffffff",True
"equate","Guerlain",2630,0.39,1610086822,"Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",95029543,"http://dummyimage.com/568x693.png/ff4444/ffffff",True
"Treatment Set TS330316","CHANEL",2064,0.57,1578971811,"Donec quis orci eget orci vehicula condimentum.",46785412,"http://dummyimage.com/587x296.png/5fa2dd/ffffff",True
"Waterless Anti-Bacterial Hand Cleanser","Estee Lauder",2526,0.94,1591760495,"Cras in purus eu magna vulputate luctus.",19424274,"http://dummyimage.com/474x372.png/dddddd/000000",True
"Good Sense Fiber Laxative","Dior",937,0.72,1585346381,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",44159084,"http://dummyimage.com/484x486.png/ff4444/ffffff",True
"PROVON Antibacterial Foam Handwash","L'Oreal",463,0.11,1624503711,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",44312497,"http://dummyimage.com/457x318.png/dddddd/000000",True
"Diltiazem Hydrochloride","Clarins",1789,0.58,1626784827,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",36318122,"http://dummyimage.com/318x625.png/dddddd/000000",True
"Lymphonest","Maybelline New York",3359,0.94,1656448583,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",55022319,"http://dummyimage.com/708x369.png/dddddd/000000",True
"Umcka ColdCare Mint Chewable","Guerlain",1010,0.91,1640374559,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",94444636,"http://dummyimage.com/657x433.png/5fa2dd/ffffff",True
"Meperidine Hydrochloride","CHANEL",771,0.86,1626846226,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",28385187,"http://dummyimage.com/673x309.png/5fa2dd/ffffff",True
"Meropenem","Estee Lauder",835,0.23,1593821379,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",49937594,"http://dummyimage.com/696x337.png/dddddd/000000",True
"Chloraseptic Warming Sore Throat","Dior",4785,0.1,1641403090,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",15755555,"http://dummyimage.com/682x723.png/cc0000/ffffff",True
"LIQUIDAMBAR STYRACIFLUA POLLEN","L'Oreal",1856,0.75,1655794342,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",92296443,"http://dummyimage.com/744x725.png/ff4444/ffffff",True
"Dove","Lancome",2910,0.71,1616216995,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",40746373,"http://dummyimage.com/611x628.png/dddddd/000000",True
"Mouth Rinse","Clarins",335,0.31,1603627591,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",74653431,"http://dummyimage.com/256x426.png/dddddd/000000",True
"Simvastatin","Maybelline New York",1852,0.09,1591311883,"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",47022955,"http://dummyimage.com/288x721.png/ff4444/ffffff",True
"Ludent","Guerlain",3669,0.12,1632649203,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",87997151,"http://dummyimage.com/478x396.png/dddddd/000000",True
"Quality Choice Cold and Sore Throat","CHANEL",4202,0.29,1584600997,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",89369499,"http://dummyimage.com/687x590.png/dddddd/000000",True
"hydrochlorothiazide","Estee Lauder",3827,0.5,1654100016,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",47817428,"http://dummyimage.com/479x445.png/ff4444/ffffff",True
"BiferaRx","Dior",1363,0.09,1641029529,"Mauris lacinia sapien quis libero.",68120369,"http://dummyimage.com/379x487.png/dddddd/000000",True
"Cimetidine","L'Oreal",3951,0.62,1634696694,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",81087509,"http://dummyimage.com/729x726.png/ff4444/ffffff",True
"cough dm","Lancome",4341,0.84,1634324758,"Fusce consequat.",95691835,"http://dummyimage.com/746x515.png/dddddd/000000",True
"M3 Metabolic Mineral Modulator","Clarins",1970,0.85,1608671455,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",50105267,"http://dummyimage.com/430x359.png/dddddd/000000",True
"HYOSCYAMINE SULFATE","Maybelline New York",409,0.97,1597687458,"Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",73278199,"http://dummyimage.com/276x423.png/ff4444/ffffff",True
"Depo-Estradiol","Guerlain",4700,0.45,1591035883,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",38605423,"http://dummyimage.com/419x401.png/ff4444/ffffff",True
"Atomy Sunscreen Beige","CHANEL",1976,0.06,1622284310,"Phasellus in felis. Donec semper sapien a libero. Nam dui.",30442660,"http://dummyimage.com/530x550.png/cc0000/ffffff",True
"Berberis Prunus","Estee Lauder",877,0.58,1603190399,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",91487118,"http://dummyimage.com/731x492.png/5fa2dd/ffffff",True
"ARTEMISIA VULGARIS POLLEN","Dior",2724,0.49,1598950844,"Phasellus in felis. Donec semper sapien a libero.",81066875,"http://dummyimage.com/268x723.png/5fa2dd/ffffff",True
"Tri-Vitamin with Fluoride","L'Oreal",2835,0.36,1600687044,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",49219983,"http://dummyimage.com/427x717.png/cc0000/ffffff",True
"Earwax Removal Aid","Lancome",4054,0.51,1654269006,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",80632412,"http://dummyimage.com/335x357.png/ff4444/ffffff",True
"Glipizide","Clarins",2910,0.37,1636015458,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",48000020,"http://dummyimage.com/273x481.png/5fa2dd/ffffff",True
"Buprenorphine hydrochloride","Maybelline New York",676,0.32,1604271236,"Cras non velit nec nisi vulputate nonummy.",20979670,"http://dummyimage.com/666x610.png/cc0000/ffffff",True
"Micardis HCT","Guerlain",2234,0.12,1587543546,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",95410569,"http://dummyimage.com/390x656.png/5fa2dd/ffffff",True
"Oxcarbazepine","CHANEL",4612,0.08,1608359201,"Duis aliquam convallis nunc.",28915116,"http://dummyimage.com/398x613.png/5fa2dd/ffffff",True
"Selegiline Hydrochloride","Estee Lauder",2497,0.73,1654236725,"Morbi ut odio.",11349783,"http://dummyimage.com/446x471.png/ff4444/ffffff",True
"Zims Advanced Cold Sore And Fever Blister Moisturizing Protectant","Dior",3444,0.06,1636049981,"Nulla nisl.",7972121,"http://dummyimage.com/425x277.png/cc0000/ffffff",True
"Lil Drug Store Cold Relief","L'Oreal",772,0.88,1642459084,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",25975518,"http://dummyimage.com/526x312.png/5fa2dd/ffffff",True
"Gabapentin","Lancome",2151,0.99,1607103170,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",25085228,"http://dummyimage.com/490x662.png/ff4444/ffffff",True
"Galantamine Hydrobromide","Clarins",1063,0.63,1597321748,"Aliquam non mauris. Morbi non lectus.",13847219,"http://dummyimage.com/607x535.png/ff4444/ffffff",True
"Sure","CHANEL",1107,0.33,1623757552,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",80136636,"http://dummyimage.com/280x678.png/ff4444/ffffff",True
"Lyrica","Maybelline New York",1725,0.05,1620852692,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",69627392,"http://dummyimage.com/554x598.png/dddddd/000000",True
"ASPIRIN","Guerlain",657,0.82,1645683497,"Nulla nisl. Nunc nisl.",43530075,"http://dummyimage.com/477x435.png/cc0000/ffffff",True
"TIZANIDINE HYDROCHLORIDE","CHANEL",4822,0.76,1611232102,"Praesent blandit.",45225461,"http://dummyimage.com/323x257.png/dddddd/000000",True
"Alfalfa Pollen","Estee Lauder",4056,0.82,1603697806,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",60642463,"http://dummyimage.com/551x341.png/cc0000/ffffff",True
"Promethazine with Codeine","Dior",1112,0.13,1608673370,"Aliquam erat volutpat. In congue.",1568198,"http://dummyimage.com/382x601.png/cc0000/ffffff",True
"Dipyridamole","L'Oreal",595,0.48,1631184924,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",67879355,"http://dummyimage.com/307x515.png/5fa2dd/ffffff",True
"Bone Injuries","Lancome",804,0.78,1625005761,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",12108174,"http://dummyimage.com/728x454.png/cc0000/ffffff",True
"AQUASOL A","Clarins",2076,0.22,1605584290,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",16415362,"http://dummyimage.com/371x316.png/dddddd/000000",True
"care one anti diarrheal","Maybelline New York",856,0.81,1645217969,"Etiam vel augue.",92192338,"http://dummyimage.com/330x452.png/5fa2dd/ffffff",True
"family wellness hemorrhoidal","Guerlain",476,0.71,1647997864,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",29293225,"http://dummyimage.com/637x733.png/5fa2dd/ffffff",True
"Banana Boat Ultra Defense SPF 30 for LATAM","CHANEL",883,0.6,1629437417,"Etiam vel augue.",44204221,"http://dummyimage.com/256x398.png/5fa2dd/ffffff",True
"Alpha-Caine","Estee Lauder",415,0.3,1631869225,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",82629642,"http://dummyimage.com/555x250.png/5fa2dd/ffffff",True
"Kettle Neti Pot","Dior",385,0.13,1584023385,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",99324042,"http://dummyimage.com/402x707.png/ff4444/ffffff",True
"welby health ibuprofen","L'Oreal",2671,0.28,1578100208,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",63321828,"http://dummyimage.com/401x560.png/dddddd/000000",True
"Naloxone Hydrochloride","Lancome",1705,0.37,1601878364,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",6258184,"http://dummyimage.com/451x358.png/5fa2dd/ffffff",True
"DILTIAZEM HYDROCHLORIDE","Clarins",4301,0.54,1623963476,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",56013660,"http://dummyimage.com/500x253.png/dddddd/000000",True
"Pediatric Cough and Cold Medicine","Maybelline New York",3009,0.16,1640501499,"Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",5171347,"http://dummyimage.com/665x680.png/5fa2dd/ffffff",True
"Hydrocortisone and Acetic Acid","Guerlain",680,0.35,1618190717,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",74667759,"http://dummyimage.com/740x682.png/cc0000/ffffff",True
"Metoclopramide","CHANEL",2386,0.57,1656823286,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",61024825,"http://dummyimage.com/538x298.png/cc0000/ffffff",True
"CLIV Barrier Power","Estee Lauder",2114,0.16,1614761735,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",99844258,"http://dummyimage.com/365x564.png/ff4444/ffffff",True
"LBEL Couler Luxe Supreme XP","Dior",3594,0.76,1634929067,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",53447732,"http://dummyimage.com/302x591.png/5fa2dd/ffffff",True
"Kool and Kleen Antiseptic","L'Oreal",738,0.5,1653089809,"In hac habitasse platea dictumst. Etiam faucibus cursus urna.",85145302,"http://dummyimage.com/315x268.png/ff4444/ffffff",True
"OXYGEN","Lancome",2565,0.19,1650230845,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",44066128,"http://dummyimage.com/632x743.png/5fa2dd/ffffff",True
"Rocaltrol","Clarins",857,0.13,1634618733,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",87921907,"http://dummyimage.com/343x521.png/ff4444/ffffff",True
"Citrus Burst Antibacterial Foaming Hand Wash","Maybelline New York",2148,0.21,1603258445,"Duis mattis egestas metus.",33428744,"http://dummyimage.com/453x272.png/5fa2dd/ffffff",True
"Eucerin Everyday Protection Body","Guerlain",2223,0.58,1625030121,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",42414365,"http://dummyimage.com/676x389.png/5fa2dd/ffffff",True
"Molds - Trichophyton Mix","CHANEL",550,0.15,1612298208,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",72706003,"http://dummyimage.com/559x570.png/cc0000/ffffff",True
"Hydrocortisone","Estee Lauder",581,0.57,1611060400,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",18920996,"http://dummyimage.com/613x607.png/ff4444/ffffff",True
"Naproxen Sodium","Dior",1740,0.05,1625470055,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",80656569,"http://dummyimage.com/306x513.png/5fa2dd/ffffff",True
"Antibacterial Hand Soap","L'Oreal",1960,0.12,1595617014,"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",278061,"http://dummyimage.com/406x522.png/cc0000/ffffff",True
"Renes Carbo","Clarins",4437,0.75,1647804302,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",63337285,"http://dummyimage.com/593x432.png/dddddd/000000",True
"Warfarin Sodium","Maybelline New York",2100,0.72,1610966839,"Mauris sit amet eros.",33711031,"http://dummyimage.com/744x722.png/dddddd/000000",True
"propranolol hydrochloride","Guerlain",1105,0.24,1622114248,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",81739660,"http://dummyimage.com/533x579.png/5fa2dd/ffffff",True
"Chelidonium Rosa","CHANEL",801,0.68,1634041036,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",10323805,"http://dummyimage.com/427x306.png/dddddd/000000",True
"Quetiapine Fumarate","Estee Lauder",2179,0.9,1577869013,"Duis ac nibh.",433345,"http://dummyimage.com/523x352.png/5fa2dd/ffffff",True
"Select OB","Dior",1517,0.73,1616470285,"Proin interdum mauris non ligula pellentesque ultrices.",99380089,"http://dummyimage.com/714x614.png/ff4444/ffffff",True
"Naproxen","L'Oreal",758,0.9,1615107742,"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",66349742,"http://dummyimage.com/606x398.png/5fa2dd/ffffff",True
"LubriFresh P.M.","Lancome",1731,0.17,1598112968,"Pellentesque ultrices mattis odio. Donec vitae nisi.",78598438,"http://dummyimage.com/310x710.png/5fa2dd/ffffff",True
"Albuterol Sulfate","Clarins",3955,0.26,1610250279,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",94699518,"http://dummyimage.com/524x546.png/cc0000/ffffff",True
"Sumatriptan Succinate","Maybelline New York",4519,0.99,1587305282,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",8064657,"http://dummyimage.com/390x313.png/cc0000/ffffff",True
"Lovastatin","Guerlain",1990,0.07,1583928579,"Donec posuere metus vitae ipsum. Aliquam non mauris.",78291673,"http://dummyimage.com/598x352.png/ff4444/ffffff",True
"Losartan Potassium","CHANEL",1849,0.02,1591894944,"Vivamus tortor. Duis mattis egestas metus.",8334005,"http://dummyimage.com/699x674.png/5fa2dd/ffffff",True
"Chantix","Estee Lauder",3958,0.72,1626005696,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",81802884,"http://dummyimage.com/378x486.png/ff4444/ffffff",True
"Nasal Decongestant","Dior",2819,0.23,1608050752,"Phasellus sit amet erat.",57364234,"http://dummyimage.com/319x452.png/5fa2dd/ffffff",True
"Ranitidine","L'Oreal",3090,0.48,1600317682,"Nam tristique tortor eu pede.",95825061,"http://dummyimage.com/324x278.png/dddddd/000000",True
"Bambusa Nicotiana","Lancome",1506,0.21,1587775947,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",67152755,"http://dummyimage.com/472x566.png/5fa2dd/ffffff",True
"XANTHIUM STRUMARIUM VAR CANADENSE POLLEN","Clarins",3679,0.58,1589638812,"Aliquam erat volutpat. In congue. Etiam justo.",75147929,"http://dummyimage.com/282x527.png/cc0000/ffffff",True
"Fluconazole","Maybelline New York",771,0.98,1644682022,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",20583668,"http://dummyimage.com/274x704.png/dddddd/000000",True
"HAWAIIAN Tropic","Guerlain",2043,0.36,1579281318,"Donec ut dolor.",3769837,"http://dummyimage.com/356x330.png/cc0000/ffffff",True
"DESPIGMEN PROTECTIVE 25","CHANEL",739,0.69,1613276625,"Nulla tempus.",82081472,"http://dummyimage.com/441x262.png/ff4444/ffffff",True
"ESIKA","Estee Lauder",1554,0.92,1627311927,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",80424189,"http://dummyimage.com/405x517.png/dddddd/000000",True
"Evista","Dior",2777,0.88,1648281572,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",54539721,"http://dummyimage.com/286x330.png/cc0000/ffffff",True
"Zep Aspen","L'Oreal",4432,0.59,1585761644,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7532385,"http://dummyimage.com/520x551.png/cc0000/ffffff",True
"Rohto Cool","Lancome",2246,0.04,1646278671,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",26228140,"http://dummyimage.com/356x581.png/5fa2dd/ffffff",True
"AIR COMPRESSED","Clarins",1005,0.49,1597333131,"In hac habitasse platea dictumst.",46384669,"http://dummyimage.com/643x652.png/cc0000/ffffff",True
"Sei Bella Age-Defying Liquid Foundation","Maybelline New York",2622,0.62,1654369719,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",78409917,"http://dummyimage.com/474x602.png/dddddd/000000",True
